buyer_id,total_transactions,flagged_transactions
7a2a24afbfeed6c269403d8913c19c4e7225c7d49a2539e10304ae0cdb6d6c14,10,10.0
e520c0c26ce1170f77ff59db1bdedb6638877f4de4acdf292b0d42a3ee2d6426,10,10.0
84794f4f4a94492106e938d71fe26b8d033caa4e2df562d21a955125192f62f4,10,10.0
e4371582d334d5a78d70c857de92191f27865d1f6d2e9900a3c568e5e7b7edb7,10,10.0
259b151a510d98f877537637ff859e24b072428caf8800ca44c4b46f6b6b2d93,10,10.0
9a15be977cdd977c6cbd6c3911c10c2e39fbd4f749a8fde60b81ab82357c4de3,10,10.0
dc5f91b1d7ae44a8404313d417ac9500acd96db46b83e5a9ae6bed8e103178eb,10,10.0
724faf5f6a23dd17eeabda515f7153814de2f758ee28ce59a0862df38138a839,10,10.0
1c97e5620b24b607246668e34fb4828f923a3bd0e8b4a461ed98771599b19420,9,9.0
a3161a8d588192ac9cf603a6100c51e99b171ac13e731ab3dea670345e658c7d,9,9.0
efa3895f704b5e33f676e08afd799a5728dc64f8efcd85d81cb5c9beb3098582,9,9.0
a55674077f7db3b4ecb2ba1805e58c966469e00a532dfb0c7561a1e763685a1e,9,9.0
cffa52b8f005ea753dff1ee62b587aba0e4906e7efdf1f4ab7dd8a29663a718b,9,9.0
bfb35143e5557a3f7e1c08c329df9a9fb145306a805af1f96e5fc06613a87490,9,9.0
6a84ceab9bf539e827cf7f5111d7207ed311d0da76f59ef33a0ad3ebabff41f5,9,9.0
cd4615e7671921b57b2ea788d3bf45872f14d0c88991cf323f7b1fcd4bfd0689,9,9.0
ffbd0dca96a261f771d67e40d9d5be546a5180b1043a7a0dc60e494c0bb3d9b0,9,9.0
a9362b4269eda6e685426858827a00aa8fbd3d9a4200843e180ae857984f01c3,9,9.0
51b82baa2211c9ff5a734c40360a096f03fd67216724d0f0e7005842542b0d07,9,9.0
7faf78ce5394ce9192ccbf1c53ae51e89c0511b9241b95ff4c6ff5f6c9e47246,9,9.0
dcafd0154f379f257ffea43511a9e52f926b0cb8635ed42a8ffe52a9edd630c6,9,9.0
26c7e049aa5094cfd7a7674d3712b42a08d67368e1a85e006cca165a32eebdb5,9,9.0
ecfdd728139d819ab4e66d310bda9a2b0710d222a53abd8b3fd590371a601e2b,9,9.0
d4e57d8325cd70a5c286815a7601a50dcb61d2b7c574ee561e17395b32389306,9,9.0
3f72d76d1add12660b49ccaa299064b869613cfc591e6cdb83f63b49dad1545c,9,9.0
26c7f74dd77d29ccfe5e3487686c98099ac4cf22b7394903604eba5680458321,9,9.0
5e07d6841d89d0af909de5d9b85032db3a141781d9b6ae9074a49d2dcdd2cee5,9,9.0
85f70eeee84d8afb1fff09f1ce47cfd8c8dd5334d0d650dce22fb494f1ab260a,9,9.0
4e41864880caa8120f8827afc273827c044f558b5b26694bade0f68ba035e4a8,9,9.0
83ec08c89bb411b5b3ccd116fc8168a87dd235dda04fba1283034173bd512390,9,9.0
985cafd6d0d1c62748bbcfe8be780c09de7ce6b80a6d67a2f1fff7b3a2269b6e,9,9.0
0bd92e612c6221160f3d190e16aabc6eb200e6c152a9bec01a85ffa7b05dedbb,9,9.0
8af367bb8ae1fc7d46c6156ba977fa2202be8be6f3c272971c8d7708cdbb95a1,9,9.0
2e5157ccc4160c1d38a587827ec2e05271a6d5a73951d264a48852ed6184e367,9,9.0
69b20640d16990f25688d6f81b84b5a95620d1999e6a3264937c75c697576cfe,9,9.0
07394861e93859d876c2a3fbdb3c87c67086d193b5e07202ce74f9748732166c,9,9.0
0b38f43459cf6522b444561ffcdbdc49e68956d2a8673b9c19ddb3d341d947a3,9,9.0
05365c6ee9f427b8e0d76cc122a56aee6440e8ba65c679d96d9d394a0ac3904a,9,9.0
10c1692da155f14a87d3507ff1d90ce2bae6636cd144ea9419cebfb3ff5269f5,9,9.0
a5db86d02ce82f9434d5714fdbc996f2597eebe16a8ceff4f45b9e3343eefa8b,9,9.0
e4cb6832c692228dd44422c10cf87d588acf57945a0b8feaed18b074eaaf61a9,9,9.0
467d0f898b4ddcf3685d0ff9ea35f942614480ab393fa57734fc0029d997f05b,9,9.0
b8c43ed5e5e1f7b13fe5e46e085a9da8bed4910917f98bb2a2a70ab298f0929b,9,9.0
7d4c6f94e5d3d29da5c622e20212baf78d1742e7ca859875359dd5385dc1a6d6,9,9.0
61d8e14600cbd0ffc54f98f9a9d8d1a10dd875717ae6ce84089441e26faf1832,9,9.0
8eb158f910333f66b249afc62da5e1c0be653111f28279695428f138d0825ac2,9,9.0
50ef502b676fdcd171eac24c86fba707881ea36dada731a86f5a4b126573ec61,9,9.0
d17811fdedc36b07294336aafec42e8d6b152ded460084e29acb438a8b9f715d,9,9.0
a1919d5f7758cfab44ee9d2babfad4e322412774eff2ebeb9d629840551a7028,9,9.0
6bfcbb5824572c76a508a3128715e17058dd9b1c2abb68594afe50f3acdc4ce7,9,9.0
2d89f92750d1002a2c9dcd2923c9326d580ff642647210a31ada8caafa2c6386,9,9.0
fe979499a851271d9315bdd88e4e5c4e31930eebb69ee113f7ea399a4a1c6f54,9,9.0
a77ddf7b007c7f27700a9db82956ccbd89f950a2a854af13ea16fe59cb936948,9,9.0
5bf97496fe845d3ec3f44f6a5d4dc3f43133705458e397a8b0c858f674c31004,9,9.0
6679bfec3b932113f646c1b7b8bde801e20d3bf49e2a6cac95f57b40e0dabac8,9,9.0
60ae91c0641f291c82766763c66cd6bbf1c25c31071fae46572e9512aae8a228,8,8.0
91613da65b3d3ada839f0f1969039d0ed7754725662221823d3b13868f617122,8,8.0
9dd2ac515d554e02b4182d0492890434044a4e196fa5ccfc04ecfc8dbebf20fe,8,8.0
187c9e754ea30f9c31f410d38688a0e45ad832725f791783de7fe4ef31c4734d,8,8.0
0e90ca67ec1e12c29d1784c57c6e61eecf06f346a161bf1a1af98a2de2a328ba,8,8.0
1ad17931143cbf27c0c55a7df56dab25e01ded8acb92592d1396195f2c5bef1f,8,8.0
a0e2eb5fea65faf495b9caff039ebf72c0c7fcbd8847583cc542ee84285a6c2a,8,8.0
23c2a4cfed0d39980f76d790845e7f52bb724c8f2eb2c67a755458424e5e64e1,8,8.0
9f0531da0ed087ebdffad156c9fa1b227f5cd1a8f98a511f556a0827b8010b70,8,8.0
8d800b00f167a6ecf674e340f7a431142461cfa2fd9bd94e5cfa70667d29c126,8,8.0
9193b19da543364b9853f0e610d932a50af3591681654c1b61f7e4c2acee1638,8,8.0
959432342b5ae9fd5b847b1c2860287f0771ed3c97fb12b2a5dbef84717ad1ab,8,8.0
b98b91ed71c92932a67ae1e6badeb3d839fefa1702b181723c59ff8b8514367a,8,8.0
56821ef4aa4cb33ec0b2c606435019ac696872460f73ac6fe462ba693bb207e6,8,8.0
473a94fa5e3074fcebde9cb14e060624d68448c50aef0a5dbe9d9e40f1ff0037,8,8.0
ab2f0713e0f7ad1780d9cfeb3ae275c83d5ab5d2799491f64de17a258208ca90,8,8.0
a3c669af3f49d29e732e60dd6b71a7d3f0bfafbb0f55b507af4fb4edeb247657,8,8.0
2d099af08c505d7356e53a8f32d59274767da1b174309cd8b3cdd2b43d6e5c8f,8,8.0
1aebfd178c94cb1544628ee44e8a65656fc11c0c7cf01d0741071bf53928212e,8,8.0
f064a376527ad1fa2d8d0959dfef159fdec95e28dc6b6cbd6c3cb9d8f46f2348,8,8.0
26fbe4a86214af48130c88d7b148599732a0fabd3f04d73faf8714152743b5d7,8,8.0
c1a47a6cb49ea8b3fc60251839d68cdc726af2f6bae150852e03e4c6132ebc40,8,8.0
1e7a388cd6744d014b1609e6eb703e0a7bd544a5309f29486e144e7b9c6dc223,8,8.0
fe6885ab9e945cc55ac6a859c3e249ec64219232ac7e42196cfe735b2833fef3,8,8.0
3478b2f85b92769d5e4747b4f0166770c918fbb92b12fc554e7cf7c6cf700a57,8,8.0
b5229002f22acd6a8622431d87eaf14742e0d45922f079ec6f09d4f76fdb1237,8,8.0
98bf7286826a33289194412ec4be066b4c6e99603fcf0761c9c1421fface35ea,8,8.0
169788ca2a95207cf4d06b5ff60754e8443a5f660f60a44a63dd5f9e77f87213,8,8.0
ad7ceb17d4ee04de106ab0ba0b884634ecfef9f38146ea6ff526643a9d0eb77e,8,8.0
eb5cca8f82238dfc3d373760fd5fdb32fc4106c46a2043370dbe5643298e5228,8,8.0
ef9b071118698156514f5881c3670e4696187339c6d6c6a870abb0cdfeb55b52,8,8.0
e086dd05f6f7deed73be575d993e9c1eb03fd2edb94cbae8e2082eecb0bfac80,8,8.0
011b3f437b48a97d130245ca20af1cc24d3bed36592dd20e115629a7d75a4560,8,8.0
5d602723380f739af748d3d4de4b3271eeb1b80b22109a39318d7b9f3308ef14,8,8.0
12ef1ca08c42b964c77ad4607288467521f026e39bf954fc969ea48f140db63c,8,8.0
fc6919fe2dcf25c62d62953eb6fc99be0079583224d35099d2d1188a2bd2612a,8,8.0
df49a12bd4d8e5cc564d587ddf36c8b15be260b4b048e861498341db74728f24,8,8.0
c0d9a13db243cfb1eedd6c559c21dea9289a51bbf2fcceb25e5e83d360c2c979,8,8.0
efa0d5ce80358bebc6ede16f22788fdf275e347cfe6b42921cb2f722fb3872fd,8,8.0
28df662b5026a1e0c5f072155f86f185787ba35b59e1fd4bb2c04e24c694b0a1,8,8.0
a48efc454ce11746db8ab6cfc1f658ac0926c13f18b723e1ae1c644d6802e4d4,8,8.0
a86d0815289b5acd5d5f03660b3fbcdd748d838d6c199207473fde45e64e31bd,8,8.0
d9f480354d8e4ae0aa486f899dc5ce86bf3f55199f988abc1816a657ba4642b9,8,8.0
f276c768639db816d4721ef99858ccb43c2d67c8186b4aa37c303e9d5fd3786f,8,8.0
b183f7f172e60adf4b2fefa1d14ebda6c7d707ded73179e59091e96b489c9519,8,8.0
fc87f59672c44c1e56fdbfee30e91a7415b991b3d8f105f882990c67b6c8f3db,8,8.0
46df5ec45649a9dd8e359dc8e2ef1533c332e303015b0363ae7a001e47695b00,8,8.0
e43a3baaec4181ad22fb134dbaae2e8dfc01dfe9de3b2bb68d1c863bc0a8bbaa,7,7.0
314f0b6f2fd0fce68f41ca2fd12cb44aa8f9de92c0b3c6e8a908e7660aea465b,7,7.0
057aa5e637db6fead74f6ec2c70be422dc467f12190328aa5a3683c889de6e84,7,7.0
bb52e637f4b464cc03594ddf0a174a4e8f39cc4919935adfd13efa780253e9b6,7,7.0
1008c9dd79846af7240e7e76c66c5144e2fb4f2f6a01aa3f00603643ce07feb7,7,7.0
1423c487fc3d718e0f04373a6c93b03b6970fa573a18a7e2916110bf9b699c1b,7,7.0
7258e5262c7da8c00244f21ce97b9c614443f67f53e40b5751abbc8562d69a28,7,7.0
93628e8e3030e3e1d4f0c4288991fac02621374a42631753f7dc46e3ded022e7,7,7.0
b43847710467b1f2cff0ec73f303d380feba2090ad4899438b78f27dd3204f8d,7,7.0
2c88b2477c56c383a9d5328067830d037bd969eb49c39ead5c2d3aafe47df6df,7,7.0
d79a27a61e94615fcd84f00b4a7d57042d8580226f064645972293c02429a4b3,7,7.0
229ef6c3766e62504ade711c86ba160e3ecf2d3ac99fbc26dd4e860999082c0e,7,7.0
8f2a1864da2a146641c2c8a5b40eaa0f0e3df1d8169e70b7b444a225bd000160,7,7.0
d21c3d757c58dad7dbefb8773aef346500e5a5075048d712123adb24bcb730cf,7,7.0
f7e5f3cdc4d232cd72186184026566be2bd026a3c8047221cd9bb6fa7e13eb60,7,7.0
7363fe00451132deca1aeeb9f52db38c094bb8f3b0b1f011e6aec401a7eec090,7,7.0
bec4b8b04f76f3d014c3f3beae85732d2b4e674719633e945ccd3495ce3a1995,7,7.0
f04caeea8e693528d127fd5dea404c09243a00490c9f8eecffd97460007daeb0,7,7.0
06d9047b0c0ba571f03629afee81790061ad19586da9de9545b90a8a22e5f3a4,7,7.0
63b68bc3a1034f43710764e89113b89027854210f0ba4d586455784b942861c8,7,7.0
af3888c2cb689d34435712d38d1c88566b8113c91fb41cb121668f4bf9139d57,7,7.0
7cc17cfd62c6f7b28c3b8eedae48c08da99f5bc9f669a020a94db2063ba157d3,7,7.0
9f3737c28edc34aa5e16fbcf7f85ed8c89861162996a4a5291735ff275f99a88,7,7.0
45c5dbe8c3a70cd95386e2382fdd09312e15e23435c473dc814b62d8eaadacb7,7,7.0
6547e846b0c9b16170bbddb697d81336a2f18af4e3d218cb0b81a719175c5a21,7,7.0
95e3af1f57bfd47a2b76df8ea0ed01cbec16ec5f403305adc57f456fbff5ebc3,7,7.0
7b0e5048c2bce9d1cac15e562a03264fc8a9ca0a529fac0834216e9e1abc4fbb,7,7.0
66b49cd44b4c14b5d9b5d204677afcab511511dcd99b46927192e40b8caefd8c,7,7.0
253f8e75a53acbdc4c173f750a062e392f7a8f19505a82f83eda21e8f3c231cf,7,7.0
1a1ee483eba9c08d91d1a5369ffbd55b5f5ee5dcc2e40b627d1581c7b5be2c1f,7,7.0
600a9ec25a02944e0a022e4d5523d4851e5a8a8b7cbf7236adf5822ca16a326f,7,7.0
a22d0d2e309b713c4cd66295b065a847e06a31d4115e001ee406aed0262cd2a3,7,7.0
b50a53a8dfebc0d53a27ee866fc63b499bdfbd93834286b4cbe9e33a78713c23,7,7.0
7d18149a0d65a81fd8eada7c2a48957377633bcf96c6c6e1ccb222c544213559,7,7.0
21a839e436fd4092b358a9e3dd27372a5d7815738d782278d6a08273720ab05c,7,7.0
255ee6288a2bb2bf93d83f53cdf6a75aa6a62faa991d6fe3db7b2fb392dc3d47,7,7.0
657c3cad855a4526645cebda834f3827af659147ccd309e19c9c000ec29801ad,7,7.0
cf436a102ec954a16e2b828b5e3936118ab200419f5a06b7b4cad133a2b12431,7,7.0
42d4b15b7ffce664f8cc7f2fad427f0cad791a7efadd7dd3bc7f442d091b8c21,7,7.0
1bfd6f480462172afe7dde377f2f8f58c7054831a32ab96b50e2f407c84467ce,7,7.0
9e2c37f4b83a016a0112f27cee3f671c53ca17640cea180cdae479c285f2ca8d,7,7.0
4d9c7e597b0cb6fd4d171505f13d1621f9aac905a782d813a307931eaceffc84,7,7.0
cf88927f7d88cb163926c96e55ab5c71d3812d85bc1dcb8c235b3f5d10e61790,7,7.0
963f68c3797228f99eb6b6fe323a25f1b7b8a5760ca2c3a3a4a1357838a106c0,7,7.0
5b59faeca7520ec286ca8d9b5fb69c4ec3e735d77e3ca6d105ef2cede430ccd8,7,7.0
2ea9f703ce9bf157285a7a7091a56d79892e3e3a59f2c4b5b5ab98a10064bbf0,7,7.0
66252d1a395a13caef7308f225559a13743b813f88f6cdc1a60f77ed0edb69ee,7,7.0
dd4776897f7972f91d7c22c533abe4081ca966e294eb009df0e527a9a88b5f93,7,7.0
054067020e7c18676e0c2a202001616e15515f318cf29e0a23ff0b77af8bce56,7,7.0
41ba05527f123faa7a7dd0285318ca20d0b38ad559f640840731d23270d46c61,7,7.0
0fd55d3bc182e5e8a27086b6ae300f39b82e63a3c6a565138f0ac49f8bdac727,7,7.0
cb3d7a46a482562432454f530c2c2c660aa66e2353dc095ddd1e1f294964a15b,7,7.0
7ee13c209d67cf282af1de4320476fd4b7393661bb433ad803d932010a7e2505,7,7.0
ccf9e072328796a558dbde6cd50a9547516b7d3836d68b4cefde403f39979571,7,7.0
fab7eaeb9e618deed903928eae2449aa6b4975eb2db2dd0b4b281b7210ad9d3c,7,7.0
38bfe0963185c1ef5dbfae1671151c68930e500b708706213fd9ea7fd839d66a,7,7.0
01bd02e2ec88f5660aa231344a7a2ad30c477e104701fea597bd5a77a97a83a8,7,7.0
7909a65786658cdaa755f4fa5f02d928cc9437996f4a78e7d225fe139ae2a684,7,7.0
f8fce80d0908badfe69e2e8c4d21af2831a06bf08517a9683e9da148fe2dd481,7,7.0
dc3231bd1346f99715936cdfe96c690bb0e6acd45aba0af750b0a90b46a081b8,7,7.0
667862f38bcc3430ee7ba2c59e2258b00ba1c9af2ad7c7d47568199e861c453a,7,7.0
002ead1395e772dedbb47368fcbe317e14987e5f991221b1a1cb7ff04386082c,7,7.0
5d8d6eba54799c1446cb1e024a43f8f31510c6a53f6697b6b27e2eed51e3a89a,7,7.0
ecb45ce65e37facefa0e7e5e9f780b6dd954f806b25097ef71cb30e95ce483b8,7,7.0
b5a296a1741aefd27c1d19579e4b9583a10164857de2b78226c032c0ea599a62,7,7.0
091cfdcd4c43ef408e7d12924dd6ff534e32104ec747f60156abd782dc85bf39,7,7.0
0aa9fe4699b8d509efb45f7fd68c9b90d727c22f386bf0621cc88545f34dadbb,7,7.0
482026f7b35201b8eebc60ebe0b4a48f42e12940ac3800ae43c7567333ae5780,7,7.0
5db3954b0cc89de30c4b98f9a521e81eec688d3cf13b28e33dfbf4da38c1208e,6,6.0
46f94caf37becdf8cf7253e563810bcd158351c2413603efb3958f8aaaf6a67c,6,6.0
75ea367aa6288aba0aeafc33bbd802bfa42b30daa3b7cecfbe0b143f823f30ab,6,6.0
dca7f84c18a05c1c41bc83364423df0c07af0d9f7e47e15f0298a1362d6783b0,6,6.0
2aab9aa2e210a560f5e49ccce9a9a89a2030a2052aed556375718a066f31e675,6,6.0
6fe402416af462f329739a677ceb5e1480b576afee25bbe31e133cfd6ed4bdd3,6,6.0
04aae5d15acd4b93717802f7085690f677e5ebe49faedd120c847266714f2904,6,6.0
2146a53cc10ecdb7fd15e2a16aaf503978f77540c38b90e8f194f3a4f8b3aa2e,6,6.0
dda09740e5df948bdb162ef5471bd016c232a697bb82823b0b8b5d6b05e4c6ab,6,6.0
49949a4273bc76df670c65bd45ce4901727c3f8246195bb194430cd38360cdb2,6,6.0
6c55afeea4d1d62a32757ea13f463613f2284d489ea106114e354c7eae11e1a2,6,6.0
734721ae6dc99ceec9d5707bf71191fd6f8a3297a949c903fb20bda0f7e18ad2,6,6.0
01f5993f23750e36a6f9e759988cbbca36e27c0a36473bb8a3c33c365afd7913,6,6.0
7973a393a7635d012099a2ac3e657077c0af69caae83a3cadd6b55ac9ae25165,6,6.0
1df4d59374cb550c3293a508c43ac4b99015b4ff3309be2899dc7dbc33895b6b,6,6.0
f97d1467b258e12b15da854248f538ad22c103854b1f3b14dc0f14b263e7f447,6,6.0
926d59bc8b4adfd1962cccd0c9226bb21018be5ebee63126b86d09552a553f89,6,6.0
75fea7ff46e0f25cd5898dfc1c0541e804e9912453030b9a8f2345910980c979,6,6.0
c904fd2981e03777c756cde12ec1e89fd7e2abd9010e0f46331a76ec9c90c446,6,6.0
cd47f3f5734d1728b0ebf3dfa1a033ac696c17c4d48dc37791a6067365fe97fb,6,6.0
777e555652f13f9728317d817495cf2baf81560a3cc3240445f2a6ec2dcdf96a,6,6.0
7c7bec9510629d3dbfe23bc8d23fee14869fed623dcf66d43d254d92330209b6,6,6.0
5a93edcc3a901c4003f07f2a6760a3700dcb3eb3e7f972dc9082538068113be3,6,6.0
4a67b04e63a774c70e0e8b7b309ea83d944ee68991906de8cb86e27dfe0ecdae,6,6.0
02ea22f8bf400bbc953a5e1b5ac56882e1deaadb250678b65e139854fa4ce93f,6,6.0
83a8d5a6de19deee7913070559f674a3f81ac0dd5329b9cefe7656a472deeccb,6,6.0
486b14d78d54c600f0b194b2c54d9e2310f29a1be910945de964e53b679b539d,6,6.0
cf291346b816d763bb51a667998f0092f6e8c8f8988548173ee71a2a9e5bebd9,6,6.0
fcc13b090451dc3e9a720ca95269ac6f23c7aebce00f988c51a864494a00460a,6,6.0
823e6dcc0200cd91c816dacdafa186ecafd48ab43c780de6677023de0e850500,6,6.0
927ac84bced3b2bf7c06548d1daef375f0f17424b88d085a774681e1aedeec9c,6,6.0
207d7e9d69dba392193df5e2224f86103a86746d46c6ac1440eca28a4c5859ae,6,6.0
d93e6efd198824808ecb91d841aa3591910ea9ad77505430dcfc5bb6738ad585,6,6.0
0b261f5163a0f884c9ad3540514786f530596801c6dac2aad288ead7f47ad25e,6,6.0
8be7cc98f6313b4c741173208b5354ab9850b3efcfb51ad43c95780e72cfc972,6,6.0
ff04269fc5dbbbd99acacbe1860b9a7d6203adf483303abdce62670636b57b1e,6,6.0
42bdde3cce9d5c8752ed6bd5e6cc82bb30856a6ec4e9f2285a843e42317a72ec,6,6.0
29ec987dc562c5d0c26a7dfc405d2976a9bb604948ba4cb9d30ad6bac19bde0b,6,6.0
148c44d536592bd72a4f0b201176b2d3c8557e203b3eb0ad6d48dc791113cfaf,6,6.0
cc7106e0a3d6ff4b771ec48207e698a38c10453a3b3f4a1d8f1b583370270f70,6,6.0
92a18d2d90531f49427c17b1eb3f5a79690688593cc032e99db52677a86bbd05,6,6.0
1683e92c395925e1fc1fa4fff70833ef1f9428e1b2c74686cbaf503fce969771,6,6.0
86237c89a4ca42f68e5b3f224212d731d931ef344e3b39e047af6ffbc332111a,6,6.0
cc71de8affa089892055d485679118703bdc5feaf553ba16fca208f9a841e021,6,6.0
74f835e72a2df1a32122091dd7ae4bc41718e7933915cd769ceb1cf713360c11,6,6.0
129f50589273e7e155a8b1ecf1e48763407347a580b05d112afdcf14c8c46318,6,6.0
3077819ec94241590c88a38ed75fa3ef4bbe5a3328d805a10d4ce8cba0a7f1f5,6,6.0
e6416d489889664b6708391f22569904aaa1d0b52b1f44e0d6f60b31b47158c5,6,6.0
853c6abc462634ebeb72737c6bd91f5a012c69784fa13051cf0cb239c2fe615c,6,6.0
3203842e62e5e97de5971b35c0aa4cf4d1f1e767fadcba8760e32518b4348185,6,6.0
fd30694cd7a9600b5f7225d33edc4c1e5810094a099978a4c114f03fe6cc80d7,6,6.0
b6dedc6ba6ffd308797345ff85e49123b5bbe2c963a4c1ac0af86620e1d3d5a5,6,6.0
434d8b5de10487bf195a5dee5656aed2b67c8d947807b7fad6c56375bdecc539,6,6.0
c7659e76dd668b56ca9da1b622e059cf3e4fbfc27b471638bf5addae6d7dc9fd,6,6.0
a9cdd5b9ab3f25c7611ddfb32172a0f24945f9c3d7edb7e6c5262ad0c840408b,6,6.0
8035461b986119b13f448e9d3781cfaf214f1c0f0128ea19e4c2051936b32bc9,6,6.0
0e5f484b50582041d9e9c0f890c6e906f1e87462636331ce7dcf789911f2f7ac,6,6.0
8825f44ded88f53a195cc4c582826a24973aa368a34fc124e881f948c8a57a77,6,6.0
12b998803d4f659902079480388cee2d359a44d35cfb6bb9dba441e4e4d62f13,6,6.0
59d44fcd3f0ae91c40c498c25e0601f8b1f13c8f5407ff8a9cf03e08cb27258c,6,6.0
da9a9e205e9a9b1456edf0c02f6aa6a994247eec18de6af0f2d7025857f1564e,6,6.0
28c382af6c6f5e60263c2d6e28589b2af8cd05a79d813d9341a38f8de2b8707e,6,6.0
50e77d9e9f3063dc30825b05047d3ef4e9a9e21ae4bc18be445a8a8230451bbc,6,6.0
d15a2b2349406c837cfcd5162d40579a462e456db165506911c809601c89b1cc,6,6.0
5ef56708c3bcb1c9f85e04473389c59735c3b92dd5bf2710e7e32545d8bb3f18,6,6.0
524c475a913d741338cc2b7440900580b38a35cd349813fd49dbf776d17ee302,6,6.0
53c4a1bdcbe56b8fddf8b058f7616fc73fe27ca3227a8ca4b355382d6c9ea0cc,6,6.0
b3e0fa47544752b5b03e6cbd51f9fa6aec9de38f4b3954c3f3301f10fc9c3bc5,6,6.0
078321c3fb83a724f8e39ad21718d3511b478ced0ab82f9bfa2699974980b68d,6,6.0
e3cc070323d55ab7edfbbe3c3be8132d8394fd6dfb6008bf2975ce54d596fb8b,6,6.0
30c8c9fdfcbb3a023a7d540264d4784ff993aff8a8d8e048ddbf50dd9ef39abe,6,6.0
5e77f03cf867419160f9e09e710e022fc970ee58086322219f2472f80a77d08a,6,6.0
da9e34ebfb352d8027ef95b0a40f50d1ed495cc436fc66d061f0fcf0c8da0bb1,6,6.0
c6b881f13c21224f869d7a47f6fb9e5d390556ac57bfa35a8a13f0387164dfbb,6,6.0
a85f2ebd7a22a4592bf3ac47206a9cb20a520f489d090b4f5f50d63949147cec,6,6.0
f8da65030672e7196d2b3741cad081557410dab026062dcdad3d8ed4ddd36ee0,6,6.0
c42d5ab2e7d88d4a82e975d386a5685a68c89b28050fb0fe297db0011fd1e9fb,6,6.0
92d5a7896cb44dbd04db7f5e194127b783174b05e8ef440ed307d9d15cefa01f,6,6.0
53ee6e52388f1348558ec07235e974ef831fd6f91f9196f29acc032fc3fc0a97,6,6.0
03fc7d253cc3c4854d400b044c40b9960c04f0a5a24606fb04193bd86096d9a8,6,6.0
73055d7baff77897a64d391aa568e6ea01478b587e5f117c57b28a0369eb3a11,6,6.0
ce365dcb086a4170025fc1dd72fc97ce18c9e53de59adfe94b6671a14892f8a5,6,6.0
d3deaacba44b010b3443ecebe89ea8fb997006f44d050c38122a56aba338b11d,6,6.0
8ec673e1a1c8f976f57f3ac462dc0eff37aeee8526bb46a5bdd8ec2ece841b84,6,6.0
4df21c92a4af00322d5e48c49490468e8cbb9691af5eabc7c8e1678b666e65f9,6,6.0
0aa5f6665ee39ab233ed78c8a50933e38e72815c2231792920212b42c814bcd9,6,6.0
97e97173aebedc3df6d150745e6f9be87096d9b3194a5cb4ab792057ed4ea3e6,6,6.0
efa329cec4f1952cd931d147161768bd6a51ba25465016fad5df1d815890fe60,6,6.0
141841165f2f92d1e4fa6df38f2b86ac3bfb853911ff586a760e8b80c82b1f35,6,6.0
b76bffbc65766a307ea4be1cf7ed9977b4ceaa6d770cbd71b6ecf54886637a7e,6,6.0
9356fb42e4d017ba8cef3b756cb3061a660e40ae18f1d482a4c07dfe423f04ea,6,6.0
ecce341e9ed840df80c6132677d3585e1fb4fa2423f9586a7d81af6c7b30611d,5,5.0
dda0602e48ebe27e848ac0a93c6ba1514d1605d28c8a5a0da53c962876c7542e,5,5.0
8905c76b924d91c65760e51ea7c9d978ab375ecdee0915cbc7657fecce9e51ba,5,5.0
d41ec6c7b3c533a89afd1c726049e01cd347bd02525b5e000b45ad1f916448b8,5,5.0
1df08be5e8870da666e7472c82d0efbcb67ae760235ec53853dfebce50008e19,5,5.0
db4deec8c4357b3709c758dbf981274981a003868dd558da07d8a67afdfce326,5,5.0
85d3f695979c8cd4643e407f51b4b8f0f46a470f27ec5561ed00ecae6b99ff7e,5,5.0
f04a2253197dcd2f4a40abcff52a0ab6d948d3f5dfa2f4990506dfeaa83d919d,5,5.0
4e29cb16a201676be6d45e60c658df59bbc1651b6631ff430ddec61688584cf3,5,5.0
6e0fe0280311be18ab37e2ac10675354464e6448e38e4e73f2def76020fe40f2,5,5.0
7a9d68ccb1d2929380a3c9569bde1f07dda2612a09c2cefed03cf984828e24e4,5,5.0
3c4cdf378aeb5fe2963ddc006850270c4ecdcf150292e5abac30f8bd6e4b73df,5,5.0
d65b10ffda7a0bf14db3927cc0d7d428f7fb0409462aa19e336198350ee4402a,5,5.0
e9948cdcb4301ab218a690d3ba48c230c00c2e07852f766de73656f281763bc7,5,5.0
60d4c5a9b11a4715e2758a48cf1237ca0cbb7801401c02457df2ae0779db9f8c,5,5.0
282d8ec06caa682f3e7fce6bfe044383a6b871ac925d5037ca6da55deaf1e13b,5,5.0
9174c3ab8d54d24c19888de7e29e32607300fa4c42ae83a5445dd78a52f9a224,5,5.0
d4ce684bde6ebac4d5baf6f02f56891915f5f98e28f0c67344ad5ce8c1d21267,5,5.0
7d9ba2a6d11833387270c531c1f573deb3e189c8520a5ec32ceeba094f8c60ed,5,5.0
423dfda3b305559679cc326c0c9853c9f75edd737be1cb53f711f1ca803aad41,5,5.0
29a3f96f144713608f3952febccf6b8d727ca27345f3d828074c03d5b01ea275,5,5.0
1bb521a25956a2eeb1617e68f6126051764120706686d23fe0c7f06058d7984c,5,5.0
83719e32f83bd884d0198395dba49d1e72a0b7896345e671d055bed6b114d133,5,5.0
6545a8acb439eb68c13cedd0b1590468ef9ac66d15600315467aea03ecbcdaf7,5,5.0
